School Name,BoroughCode,Geographical District,Project Description,Construction Award,Project type,Building ID,Building Address,City,Postcode,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location 1
I.S. 363 - BROOKLYN,K,23,ENY AUDITORIUM UPGRADE,447349,CIP,K298,85 WATKINS STREET,Brooklyn,11212,BROOKLYN ,40.670986,-73.908194,16,37,906,3080768,3035070007,Brownsville                                                                ,"(40.670986, -73.908194)"
AUGUST MARTIN HS - QUEENS,Q,27,LIBRARY UPGRADE,1644000,CIP,Q400,156-10 BAISLEY BLVD,Queens,11434,QUEENS   ,40.675633,-73.783342,12,28,294,4265978,4122610001,Springfield Gardens North                                                  ,"(40.675633, -73.783342)"
P.S. 104 - BROOKLYN,K,20,WATER INFILTRATION/FLOOD/PARAPETS/ROOFS,10521000,CIP,K104,9115 5TH AVENUE,Brooklyn,11209,BROOKLYN ,40.618415,-74.028842,10,43,160,3154775,3060880001,Bay Ridge                                                                  ,"(40.618415, -74.028842)"
J.H.S. 194 - QUEENS,Q,25,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,6795000,CIP,Q194,154-60 17 AVENUE,Queens,11357,QUEENS   ,40.78365,-73.807838,7,19,1029,4107342,4047290001,Whitestone                                                                 ,"(40.78365, -73.807838)"
P.S. 746 - BROOKLYN,K,20,New,92747000,CAP,K746,256 59TH STREET,Brooklyn,11220,BROOKLYN ,40.643337,-74.021011,7,38,22,3016235,3008610029,Sunset Park West                                                           ,"(40.643337, -74.021011)"
BROOKLYN HS OF THE ARTS - BROO,K,15,ANSUL SYS/FIRE ALARM/MECHANICAL SYS - VENTILATION,5186160,CIP,K655,345 DEAN STREET,Brooklyn,11217,BROOKLYN ,40.683559,-73.98027,2,33,39,3001190,3001920013,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,"(40.683559, -73.98027)"
FORDHAM HS FOR THE ARTS - BRON,X,10,FY16 RESO A LIBRARY UPGRADE,1760601,CIP,X435,500 EAST FORDHAM ROAD,Bronx,10458,BRONX    ,40.860043,-73.888267,6,15,387,2011810,2030590001,Belmont                                                                    ,"(40.860043, -73.888267)"
I.S. 259 - BROOKLYN,K,20,CRACKED EXTERIOR MASONRY/ROOFS/PARAPETS,10786000,CIP,K259,7305 FT HAMILTON PKWY,Brooklyn,11228,BROOKLYN ,40.62668,-74.01512,10,43,206,3148031,3059230001,Dyker Heights                                                              ,"(40.62668, -74.01512)"
P.S. 307 - BROOKLYN,K,13,RENOVATION OF CLASSROOM 332,255965,CIP,K307,209 YORK STREET,Brooklyn,11201,BROOKLYN ,40.701343,-73.982314,2,33,21,3000158,3000560007,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,"(40.701343, -73.982314)"
DEWITT CLINTON HS - X,X,10,EXTERIOR MASONRY/FLOOD ELIMINATION/PARAPETS/ROOF,27189000,CIP,X440,100 W MOSHOLU PKWY S,Bronx,10468,BRONX    ,40.882178,-73.88691,7,11,409,2095215,2032510201,Van Cortlandt Village                                                      ,"(40.882178, -73.88691)"
I.S. 145 - BRONX,X,9,REPAIR SINK HOLE,653815,CIP,X145,1000 TELLER AVENUE,Bronx,10456,BRONX    ,40.827941,-73.914374,4,16,173,2097111,2024240001,East Concourse-Concourse Village                                           ,"(40.827941, -73.914374)"
THE FLUSHING INTERNATIONAL HS,Q,25,FY14 RESO A ROOM CONVERSIONS/PART,387500,CIP,Q189,144-80 BARCLAY AVENUE,Queens,11355,QUEENS   ,40.759844,-73.820548,7,20,863,4114763,4050510027,Murray Hill                                                                ,"(40.759844, -73.820548)"
J.H.S. 194 - QUEENS,Q,25,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,6795000,CIP,Q194,154-60 17 AVENUE,Queens,11357,QUEENS   ,40.78365,-73.807838,7,19,1029,4107342,4047290001,Whitestone                                                                 ,"(40.78365, -73.807838)"
P.S. 5 - MANHATTAN,M,6,PARAPETS/ROOFS/WINDOWS,10770000,CIP,M005,3703 TENTH AVENUE,Manhattan,10034,MANHATTAN,40.85899,-73.922894,12,10,299,1084201,1021500030,Marble Hill-Inwood                                                         ,"(40.85899, -73.922894)"
I.S. 265 - BROOKLYN,K,13,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,5359400,CIP,K265,101 PARK AVENUE,Brooklyn,11205,BROOKLYN ,40.696324,-73.97578,2,35,211,3057942,3020280001,Fort Greene                                                                ,"(40.696324, -73.97578)"
P.S. 151 - QUEENS,Q,30,WATER INFILTRATION/ROOFS/PARAPETS/EXT MASONRY,5182000,CIP,Q151,50-05 31 AVENUE,Queens,11377,QUEENS   ,40.757499,-73.908898,1,22,163,4014094,4007520001,Astoria                                                                    ,"(40.757499, -73.908898)"
P.S. 101 - BROOKLYN,K,21,Addition,65999000,CAP,K101,2360 BENSON AVENUE,Brooklyn,11214,BROOKLYN ,40.597863,-73.991693,11,47,302,3185973,3068750032,Bensonhurst East                                                           ,"(40.597863, -73.991693)"
P.S. 198 - MANHATTAN,M,2,WINDOWS/ROOFS/PARAPETS,7852000,CIP,M198,1700 3RD AVENUE,Manhattan,10128,MANHATTAN,40.784826,-73.949611,8,5,15801,1048492,1015240023,Upper East Side-Carnegie Hill                                              ,"(40.784826, -73.949611)"
Q721 SPED - QUEENS,Q,24,EXTERIOR MASONRY/ROOFS,4300000,CIP,Q722,57-12 94TH STREET,Queens,11373,QUEENS   ,40.736003,-73.867478,4,25,683,4462647,4018730050,Elmhurst                                                                   ,"(40.736003, -73.867478)"
P.S. 198 - BROOKLYN,K,22,PLAYGROUND REDEVELOPMENT AND TCU,1230964.98,CIP,K198,4105 FARRAGUT ROAD,Brooklyn,11210,BROOKLYN ,40.63694,-73.937339,17,45,836,3113388,3049880066,East Flatbush-Farragut                                                     ,"(40.63694, -73.937339)"
P.S. 503 - BROOKLYN,K,20,EXTERIOR MASONRY/PARAPETS/ROOFS,4970000,CIP,K314,330 59 STREET,Brooklyn,11220,BROOKLYN ,40.642121,-74.018997,7,38,74,3016258,3008620012,Sunset Park West                                                           ,"(40.642121, -74.018997)"
X721 SPED - BRONX,X,11,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,5390630,CIP,X722,2697 WESTCHESTER AVENUE,Bronx,10461,BRONX    ,40.842289,-73.838949,11,13,284,2045725,2041330200,Van Nest-Morris Park-Westchester Square                                    ,"(40.842289, -73.838949)"
P.S. 34 - BROOKLYN,K,14,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,4448000,CIP,K034,131 NORMAN AVENUE,Brooklyn,11222,BROOKLYN ,40.726135,-73.949649,1,33,573,3065733,3026220028,Greenpoint                                                                 ,"(40.726135, -73.949649)"
P.S. 146 - MANHATTAN,M,4,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,3332800,CIP,M146,421 EAST 106 STREET,Manhattan,10029,MANHATTAN,40.789295,-73.939262,11,8,162,1052999,1017000001,East Harlem South                                                          ,"(40.789295, -73.939262)"
J.H.S. 47 (SCH FOR THE DEAF) -,M,2,PARAPETS/WINDOWS/EXTERIOR MASONRY,2654000,CIP,M047,223 EAST 23 STREET,Manhattan,10010,MANHATTAN,40.738548,-73.982455,6,2,64,,,Gramercy                                                                   ,"(40.738548, -73.982455)"
P.S. 31 - QUEENS,Q,26,CHIMNEY LINER REPLAC/PLANYC BOILER/CLIMATE/MASONRY,14330000,CIP,Q031,211-45 46 ROAD,Queens,11361,QUEENS   ,40.757064,-73.770122,11,19,1447,4156949,4073160018,Bayside-Bayside Hills                                                      ,"(40.757064, -73.770122)"
DEWITT CLINTON HS - X,X,10,EXTERIOR MASONRY/FLOOD ELIMINATION/PARAPETS/ROOF,27189000,CIP,X440,100 W MOSHOLU PKWY S,Bronx,10468,BRONX    ,40.882178,-73.88691,7,11,409,2095215,2032510201,Van Cortlandt Village                                                      ,"(40.882178, -73.88691)"
P.S. 375 - BROOKLYN,K,17,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,6238000,CIP,K320,46 MCKEEVER PLACE,Brooklyn,11225,BROOKLYN ,40.665035,-73.959031,9,35,325,3034356,3013010001,Crown Heights South                                                        ,"(40.665035, -73.959031)"
P.S. 41 - STATEN ISLAND,R,31,FY15 RESO A SECURITY CAMERAS,302869.56,CIP,R041,216 CLAWSON STREET,Staten Island,10306,STATEN IS,40.574044,-74.109282,2,50,122,5052791,5036450007,New Dorp-Midland Beach                                                     ,"(40.574044, -74.109282)"
P.S. 95 - BRONX,X,10,DEFECTIVE MASONRY/PARAPETS,7609000,CIP,X095,3961 HILLMAN AVENUE,Bronx,10463,BRONX    ,40.882898,-73.891256,8,11,281,2015472,2032520182,Van Cortlandt Village                                                      ,"(40.882898, -73.891256)"
I.S. 74 - QUEENS,Q,26,FY16 RESO A AUDITORIUM UPGRADE,192500,CIP,Q074,61-15 OCEANIA STREET,Queens,11364,QUEENS   ,40.745201,-73.767446,11,23,1367,4163953,4077230001,Oakland Gardens                                                            ,"(40.745201, -73.767446)"
LONG ISLAND CITY HS - Q,Q,30,FIRE ALARM SYSTEM/BUILDING MGMT SYSTEM,18432800,CIP,Q452,14-30 BROADWAY,Queens,11106,QUEENS   ,40.765826,-73.9328,1,22,45,4467709,4005290002,Astoria                                                                    ,"(40.765826, -73.9328)"
P.S. 80 - STATEN ISLAND,R,31,GAS SERVICE,220108,CIP,R880,715 OCEAN TERRACE,Staten Island,10301,STATEN IS,40.608517,-74.102078,2,50,177,5113169,5006830001,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill                   ,"(40.608517, -74.102078)"
I.S. 125 - BRONX,X,8,LIGHTING REPLACEMENT (DCAS),1300019,CIP,X125,1111 PUGSLEY AVENUE,Bronx,10472,BRONX    ,40.829232,-73.856734,9,18,4001,2025717,2037900040,Soundview-Bruckner                                                         ,"(40.829232, -73.856734)"
PRE-K CENTER @ 1223 CONEY ISLAND AVENUE - BROOKLYN,K,21,Lease,6584000,CAP,K672,1223 CONEY ISLAND AVENUE,Brooklyn,11230,BROOKLYN ,40.62782,-73.96574,14,45,530,3179195,3066950056,Midwood                                                                    ,"(40.62782, -73.96574)"
I.S. 394 - BROOKLYN,K,17,WATER PENETRATION,884000,CIP,K210,188 ROCHESTER AVENUE,Brooklyn,11213,BROOKLYN ,40.672762,-73.927973,8,36,347,3036289,3013670022,Crown Heights North                                                        ,"(40.672762, -73.927973)"
KINGSBOROUGH EARLY COLLEGE SCH,K,21,SANDY:INT/HEAT/FLOOD/PIPING/NON-SANDY:PIPING/FLOOD,16343000,CIP,K400,2630 BENSON AVENUE,Brooklyn,11214,BROOKLYN ,40.594291,-73.98577,13,47,306,3186454,3068830001,Gravesend                                                                  ,"(40.594291, -73.98577)"
P.S. 193 - QUEENS,Q,25,WATER PENETRATION,737000,CIP,Q193,152-20 11 AVENUE,Queens,11357,QUEENS   ,40.792483,-73.809741,7,19,987,4103056,4045380001,Whitestone                                                                 ,"(40.792483, -73.809741)"
P.S. 50 - QUEENS,Q,28,Addition,55182000,CAP,Q050,143-26 101 AVENUE,Queens,11435,QUEENS   ,40.695238,-73.807364,12,28,206,4214461,4100240012,Jamaica                                                                    ,"(40.695238, -73.807364)"
P.S. 167 - BROOKLYN,K,17,EXT MASONRY - WATER PENETRATION/PARAPETS/ROOFS,10104000,CIP,K167,1025 EASTERN PARKWAY,Brooklyn,11213,BROOKLYN ,40.669001,-73.934635,8,35,353,3037303,3013890035,Crown Heights North                                                        ,"(40.669001, -73.934635)"
MARTIN VAN BUREN HS - QUEENS,Q,26,RENEWAL SCHOOL BASED HEALTH CENTER,1829000,CIP,Q435,230-17 HILLSIDE AVENUE,Queens,11427,QUEENS   ,40.733066,-73.738756,13,23,1301,4166101,4079300002,Bellerose                                                                  ,"(40.733066, -73.738756)"
BROOKLYN HS OF THE ARTS - BROO,K,15,ANSUL SYS/FIRE ALARM/MECHANICAL SYS - VENTILATION,5186160,CIP,K655,345 DEAN STREET,Brooklyn,11217,BROOKLYN ,40.683559,-73.98027,2,33,39,3001190,3001920013,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,"(40.683559, -73.98027)"
P.S. 151 - QUEENS,Q,30,WATER INFILTRATION/ROOFS/PARAPETS/EXT MASONRY,5182000,CIP,Q151,50-05 31 AVENUE,Queens,11377,QUEENS   ,40.757499,-73.908898,1,22,163,4014094,4007520001,Astoria                                                                    ,"(40.757499, -73.908898)"
BENJAMIN N. CARDOZO HS - QUEEN,Q,26,WATER PENETRATION THROUGH FOUNDATION,336289,CIP,Q415,57-00 223 STREET,Queens,11364,QUEENS   ,40.752333,-73.75599,11,23,138501,4161735,4075290001,Oakland Gardens                                                            ,"(40.752333, -73.75599)"
I.S. 24 - STATEN ISLAND,R,31,FY17 RESO A SCIENCE LAB UPGRADES,395000,CIP,R024,225 CLEVELAND AVENUE,Staten Island,10308,STATEN IS,40.545281,-74.14632,3,51,13203,5065854,5051530108,Great Kills                                                                ,"(40.545281, -74.14632)"
P.S. 26 - QUEENS,Q,26,FY15 RESO A LOW-VOLTAGE ELECTRICAL SYSTEM,536250,CIP,Q026,195-02 69 AVENUE,Queens,11365,QUEENS   ,40.736922,-73.77799,8,23,1347,4153296,4071170421,Fresh Meadows-Utopia                                                       ,"(40.736922, -73.77799)"
I.S. 73 - QUEENS,Q,24,LOW VOLT ELECTRICAL SYSTEMS,925000,CIP,Q073,70-02 54 AVENUE,Queens,11378,QUEENS   ,40.729215,-73.893624,5,30,49302,4058611,4025030031,Maspeth                                                                    ,"(40.729215, -73.893624)"
P.S. 884 - BROOKLYN,K,84,Lease,0,CAP,K884,15 SNYDER AVENUE,Brooklyn,11226,BROOKLYN ,40.648568,-73.957639,14,40,794,3117232,3051030101,Erasmus                                                                    ,"(40.648568, -73.957639)"
P.S. 144 - QUEENS,Q,28,Addition,52373773,CAP,Q144,93-02 69 AVENUE,Queens,11375,QUEENS   ,40.714978,-73.853372,6,29,729,4076870,4032120001,Forest Hills                                                               ,"(40.714978, -73.853372)"
P.S. 143 ADDITION - QUEENS,Q,24,Addition,87980000,CAP,Q143,34-74 113 STREET,Queens,11368,QUEENS   ,40.755451,-73.855192,3,21,381,4043827,4017560025,North Corona                                                               ,"(40.755451, -73.855192)"
I.S. 393 - BROOKLYN,K,16,FULL PROGRAM ACCESSIBILITY/LOW VOLTAGE ELECTRICAL,6750000,CIP,K026,1014 LAFAYETTE AVENUE,Brooklyn,11221,BROOKLYN ,40.692126,-73.931731,3,36,291,3393805,3016160001,Stuyvesant Heights                                                         ,"(40.692126, -73.931731)"
P.S. 83 - MANHATTAN,M,4,FULL PROGRAM ACCESSIBILITY,8585000,CIP,M083,219 EAST 109 STREET,Manhattan,10029,MANHATTAN,40.793194,-73.942548,11,8,180,1052436,1016590012,East Harlem North                                                          ,"(40.793194, -73.942548)"
I.S. 167 - MANHATTAN,M,2,FACADE DAMAGE/SITE WORK/FLOOD/PARAPET/WINDOWS/ROOF,7547888,CIP,M167,220 EAST 76 STREET,Manhattan,10021,MANHATTAN,40.77205,-73.958066,8,4,134,1044058,1014300005,Lenox Hill-Roosevelt Island                                                ,"(40.77205, -73.958066)"
P.S. 1 - MANHATTAN,M,2,RPZ VALVES/LOW VOLTAGE ELECTRICAL/ANSUL SYSTEM,1616020,CIP,M001,8 HENRY STREET,Manhattan,10038,MANHATTAN,40.71276,-73.997489,3,1,27,1003375,1002790040,Chinatown                                                                  ,"(40.71276, -73.997489)"
SECONDARY SCHOOL FOR LAW - K,K,15,DETERIORATED LEADER AND DRAIN LINES,8985000,CIP,K460,237 7TH AVENUE,Brooklyn,11215,BROOKLYN ,40.669629,-73.979287,6,39,155,3025510,3010820001,Park Slope-Gowanus                                                         ,"(40.669629, -73.979287)"
P.S. 44 - BRONX,X,12,EXTERIOR MASONRY/PARAPETS/ROOFS,9115000,CIP,X044,1825 PROSPECT AVENUE,Bronx,10457,BRONX    ,40.842084,-73.891116,6,17,36902,2009957,2029490064,East Tremont                                                               ,"(40.842084, -73.891116)"
I.S. 363 - BROOKLYN,K,23,ENY AUDITORIUM UPGRADE,447349,CIP,K298,85 WATKINS STREET,Brooklyn,11212,BROOKLYN ,40.670986,-73.908194,16,37,906,3080768,3035070007,Brownsville                                                                ,"(40.670986, -73.908194)"
P.S. 3 - STATEN ISLAND,R,31,ELECTRICAL SERVICE UPGRADE,697180,CIP,R826,6581 HYLAN BLVD,Staten Island,10309,STATEN IS,40.508809,-74.222403,3,51,198,5123970,5076640001,Annadale-Huguenot-Prince's Bay-Eltingville                                 ,"(40.508809, -74.222403)"
P.S. 152 - BRONX,X,8,WINDOWS,3777000,CIP,X152,1007 EVERGREEN AVENUE,Bronx,10472,BRONX    ,40.824054,-73.880039,9,17,52,2023336,2037110001,Soundview-Bruckner                                                         ,"(40.824054, -73.880039)"
MORRIS H.S.,X,9,CERTIFICATE OF OCCUPANCY,5229000,CIP,X400,1110 BOSTON RD,Bronx,10456,BRONX    ,40.827642,-73.904473,3,16,135,2004526,2026340001,Morrisania-Melrose                                                         ,"(40.827642, -73.904473)"
P.S. 241 - MANHATTAN,M,3,FLOOD ELIMINATION,1337000,CIP,M113,240 WEST 113 STREET,Manhattan,10026,MANHATTAN,40.801689,-73.954908,10,9,216,1055111,1018280015,Central Harlem South                                                       ,"(40.801689, -73.954908)"
P.S. 63 - MANHATTAN,M,1,PARAPETS/ROOFS/FLOOD ELIMINATION/EXTERIOR MASONRY,20539600,CIP,M063,121 EAST 3 STREET,Manhattan,10009,MANHATTAN,40.724117,-73.986381,3,2,32,1005760,1004310014,East Village                                                               ,"(40.724117, -73.986381)"
P.S. 65 - QUEENS,Q,27,FY16RESO A LIBRARY UPGRADE,497898,CIP,Q884,103-22 99TH STREET,Queens,11417,QUEENS   ,40.68259,-73.841202,10,32,4002,4438525,4091210011,Ozone Park                                                                 ,"(40.68259, -73.841202)"
I.S. 167 - MANHATTAN,M,2,FACADE DAMAGE/SITE WORK/FLOOD/PARAPETS/WINDOWS,6157000,CIP,M167,220 EAST 76 STREET,Manhattan,10021,MANHATTAN,40.77205,-73.958066,8,4,134,1044058,1014300005,Lenox Hill-Roosevelt Island                                                ,"(40.77205, -73.958066)"
P.S. 21 - BROOKLYN,K,16,LOW VOLTAGE ELECTRICAL SYSTEMS,1037000,CIP,K021,180 CHAUNCEY STREET,Brooklyn,11233,BROOKLYN ,40.680727,-73.926597,3,36,381,3047914,3016920017,Crown Heights North                                                        ,"(40.680727, -73.926597)"
WASHINGTON IRVING HS - MANHATT,M,2,EXT. MASONRY/ROOF/PARAPET/ FLOOD ELIM./WINDOWS/GYM,43221000,CIP,M460,40 IRVING PLACE,Manhattan,10003,MANHATTAN,40.735494,-73.987659,6,2,50,1017828,1008720057,Gramercy                                                                   ,"(40.735494, -73.987659)"
SUSAN E. WAGNER HS ANNEX - STATEN ISLAND,R,78,Addition,24981900,CAP,R462,1220 MANOR ROAD,Staten Is,10314,STATEN IS,40.596624,-74.124334,2,50,181,5164530,5009550100,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill                   ,"(40.596624, -74.124334)"
P.S. 25 - BRONX,X,7,EXTERIOR MASONRY/PARAPETS/ROOFS/WINDOWS,11840000,CIP,X025,811 EAST 149 STREET,Bronx,10455,BRONX    ,40.812619,-73.906063,1,8,79,2004772,2026640001,Melrose South-Mott Haven North                                             ,"(40.812619, -73.906063)"
I.S. 88 - BROOKLYN,K,15,PLANYC BOILER REPLACEMENT/PLANYC CLIMATE CONTROL,5896000,CIP,K088,544 7TH AVENUE,Brooklyn,11215,BROOKLYN ,40.660024,-73.987637,7,38,147,3331276,3008800001,Sunset Park West                                                           ,"(40.660024, -73.987637)"
P.S. 35 - QUEENS,Q,29,Addition,42808000,CAP,Q035,191-02 90TH AVENUE,Queens,11423,QUEENS   ,40.713759,-73.769439,12,23,482,4222137,4104470007,Hollis                                                                     ,"(40.713759, -73.769439)"
P.S. 078 - STATEN ISLAND,R,31,FY16 RESO A AUDITORIUM UPGRADE,235200,CIP,R014,100 TOMPKINS AVENUE,Staten Island,10304,STATEN IS,40.622455,-74.078508,1,49,29,5014176,5005450110,Stapleton-Rosebank                                                         ,"(40.622455, -74.078508)"
P.S. 50 - STATEN ISLAND,R,31,FY16 RESO A PLAYGROUND REDEVELOPMEN,329000,CIP,R050,200 ADELAIDE AVENUE,Staten Island,10306,STATEN IS,40.561691,-74.124622,3,50,13204,5063495,5047160060,Oakwood-Oakwood Beach                                                      ,"(40.561691, -74.124622)"
P.S. 70 - BRONX,X,9,EXT MASONRY/ROOFS/PARAPETS,6431300,CIP,X070,1691 WEEKS AVENUE,Bronx,10457,BRONX    ,40.844253,-73.907616,4,15,22902,2007387,2027930028,Mount Hope                                                                 ,"(40.844253, -73.907616)"
A. PHILIP RANDOLPH HS -MANHATT,M,6,EXT MASONRY/FLOOD ELMNTN/PARAPETS/ROOFS,64898000,CIP,M540,443 WEST 135 STREET,Manhattan,10031,MANHATTAN,40.818188,-73.950356,9,9,21703,1059409,1019570078,Manhattanville                                                             ,"(40.818188, -73.950356)"
P.S. 158 - BROOKLYN,K,19,ENY AUDITORIUM UPGRADE,227786,CIP,K158,400 ASHFORD STREET,Brooklyn,11207,BROOKLYN ,40.672579,-73.884803,5,37,1150,3089176,3040150001,East New York                                                              ,"(40.672579, -73.884803)"
PRE-K CENTER @ 32-52 37TH STREET - QUEENS,Q,30,Lease,6813171,CAP,Q397,32-52 37TH STREET,Queens,11103,QUEENS   ,40.759308,-73.920948,1,22,59,4436898,4006470016,Astoria                                                                    ,"(40.759308, -73.920948)"
P.S. 49 - QUEENS,Q,24,Addition,31534000,CAP,Q049,63-60 80TH STREET,Queens,11379,QUEENS   ,40.719867,-73.875093,5,30,663,4069253,4029900045,Middle Village                                                             ,"(40.719867, -73.875093)"
BENJAMIN N. CARDOZO HS - QUEEN,Q,26,ATHLETIC FIELDS/TCU REMOVAL & PLAYGROUND REDEVELOP,7897628,CIP,Q415,57-00 223 STREET,Queens,11364,QUEENS   ,40.752333,-73.75599,11,23,138501,4161735,4075290001,Oakland Gardens                                                            ,"(40.752333, -73.75599)"
P.S. 223 - QUEENS,Q,27,WINDOWS/EXT MASONRY/PARAPETS,4565000,CIP,Q223,125-20 SUTPHIN BLVD,Queens,11434,QUEENS   ,40.674519,-73.789399,12,28,18401,4261713,4120510001,Baisley Park                                                               ,"(40.674519, -73.789399)"
P.S. 92 - QUEENS,Q,30,Addition,42410002,CAP,Q292,99-01 34TH AVENUE,Queens,11368,QUEENS   ,40.755418,-73.869017,3,21,377,4042496,4017140018,North Corona                                                               ,"(40.755418, -73.869017)"
I.S. 14 - BROOKLYN,K,22,WATER PENETRATION/PLANYC BOILER/PLANYC CLIMATE,8218900,CIP,K014,2424 BATCHELDER STREET,Brooklyn,11235,BROOKLYN ,40.593521,-73.937672,15,48,596,3203617,3074240001,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             ,"(40.593521, -73.937672)"
P.S. 196 - BRONX,X,12,EXTERIOR MASONRY/FLOOD ELIMINATION/PARAPETS/ROOFS,8481000,CIP,X077,1250 WARD AVENUE,Bronx,10472,BRONX    ,40.830691,-73.877743,9,18,54,2088553,2037750025,West Farms-Bronx River                                                     ,"(40.830691, -73.877743)"
PRE-K CENTER @ 2 LAFAYETTE STREET - MANHATTAN,M,2,Interior,5144096,CAP,M453,2 LAFAYETTE STREET,Manhattan,10007,MANHATTAN,40.713723,-74.003586,1,1,31,1001672,1001550001,SoHo-TriBeCa-Civic Center-Little Italy                                     ,"(40.713723, -74.003586)"
HS OF GRAPHIC COMM. ARTS (VOC),M,2,PLANYC BOILERS CONVERSION/CLIMATE CONTROL,8627000,CIP,M625,439 WEST 49 STREET,Manhattan,10019,MANHATTAN,40.76337,-73.990593,4,3,127,1026646,1010590015,Clinton                                                                    ,"(40.76337, -73.990593)"
WASHINGTON IRVING H.S.,M,2,WATER STORAGE TANK,1189512,CIP,M460,40 IRVING PLACE,Manhattan,10003,MANHATTAN,40.735494,-73.987659,6,2,50,1017828,1008720057,Gramercy                                                                   ,"(40.735494, -73.987659)"
P.S. 62 - BRONX,X,8,EXT MASONRY/PARAPETS,8142000,CIP,X062,660 FOX STREET,Bronx,10455,BRONX    ,40.814031,-73.900609,2,8,83,2005089,2026830065,Longwood                                                                   ,"(40.814031, -73.900609)"
ISHS @ M837,M,78,Lease,13694000,CAP,M837,227-243 WEST 61 STREET,Manhattan,10023,MANHATTAN,40.772007,-73.987479,7,6,151,1030328,1011540108,Lincoln Square                                                             ,"(40.772007, -73.987479)"
BROOKLYN GENERATION SCHOOL - K,K,18,ATHLETIC FIELD - TRACK,1618000,CIP,K516,6565 FLATLANDS AVENUE,Brooklyn,11236,BROOKLYN ,40.633285,-73.916735,18,46,950,3224139,3079980005,Canarsie                                                                   ,"(40.633285, -73.916735)"
P.S. 297 - BROOKLYN,K,14,FY16 RESO A LIBRARY UPGRADE,181700,CIP,K297,700 PARK AVENUE,Brooklyn,11206,BROOKLYN ,40.697781,-73.947809,3,36,257,3048508,3017390011,Bedford                                                                    ,"(40.697781, -73.947809)"
P.S. 43 - QUEENS,Q,27,SANDY- ELEVATOR REPAIR,412810,CIP,Q043,160 BEACH 29TH STREET,Queens,11691,QUEENS   ,40.593834,-73.76174,14,31,99802,4467711,4158200001,Far Rockaway-Bayswater                                                     ,"(40.593834, -73.76174)"
P.S. 160 - QUEENS,Q,28,FY17 RESO A AUDITORIUM UPGRADE,207777,CIP,Q160,109-59 INWOOD STREET,Queens,11435,QUEENS   ,40.688103,-73.800415,12,28,196,4258143,4119420302,South Jamaica                                                              ,"(40.688103, -73.800415)"
P.S. 3 - BRONX,X,10,DTERIORATED COPING STONES/PAVED AREA CONCRETE/ROOF,3292540,CIP,X003,2100 LAFONTAINE AVE,Bronx,10457,BRONX    ,40.849897,-73.892289,6,15,37504,2099356,2030620043,East Tremont                                                               ,"(40.849897, -73.892289)"
I.S. 296 - BRONX,X,7,FY15 RESO A LIBRARY UPGRADE,749000,CIP,X184,778 FOREST AVENUE,Bronx,10456,BRONX    ,40.818874,-73.905927,1,17,77,2004690,2026550030,Melrose South-Mott Haven North                                             ,"(40.818874, -73.905927)"
THE INTERNATIONAL HS - BROOKLY,K,17,MASONRY/WINDOWS/PARAPETS/ROOFS/FLOOD ELIMINAITON,20937000,CIP,K440,883 CLASSON AVENUE,Brooklyn,11225,BROOKLYN ,40.670349,-73.961695,9,35,213,3029686,3011870001,Crown Heights South                                                        ,"(40.670349, -73.961695)"
KINGSBRIDGE INTERNATIONAL HS -,X,10,FY16 RESO A RETRACTABLE WALL,190000,CIP,X430,2780 RESERVOIR AVENUE,Bronx,10468,BRONX    ,40.870293,-73.898309,7,11,409,2015241,2032470070,Van Cortlandt Village                                                      ,"(40.870293, -73.898309)"
P.S. 101 - BROOKLYN,K,21,Addition,65999000,CAP,K101,2360 BENSON AVENUE,Brooklyn,11214,BROOKLYN ,40.597863,-73.991693,11,47,302,3185973,3068750032,Bensonhurst East                                                           ,"(40.597863, -73.991693)"
P.S. 2 - QUEENS,Q,30,FY15 RESO A ACCESSIBILITY,507657,CIP,Q002,75-10 21 AVENUE,Queens,11370,QUEENS   ,40.770335,-73.894476,1,22,317,4021375,4009710001,Steinway                                                                   ,"(40.770335, -73.894476)"
P.S. 123 - MANHATTAN,M,5,FLOOD ELIMINATION,4815000,CIP,M123,301 WEST 140 STREET,Manhattan,10030,MANHATTAN,40.819767,-73.944433,10,9,22102,1060726,1020420035,Central Harlem North-Polo Grounds                                          ,"(40.819767, -73.944433)"
