School Name,BoroughCode,Geographical District,Project Description,Construction Award,Project type,Building ID,Building Address,City,Postcode,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location 1
FRANCIS LEWIS HS - QUEENS,Q,26,FY15RESO A AUDITORIUM UPGRADE,496000,CIP,Q430,58-20 UTOPIA PKWY,Queens,11365,QUEENS   ,40.740724,-73.79283,11,20,1417,4148763,4068820001,Auburndale                                                                 ,"(40.740724, -73.79283)"
P.S. 307 - BROOKLYN,K,13,FY17 RESO A LIBRARY UPGRADES,234000,CIP,K307,209 YORK STREET,Brooklyn,11201,BROOKLYN ,40.701343,-73.982314,2,33,21,3000158,3000560007,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,"(40.701343, -73.982314)"
P.S. 16 - QUEENS,Q,24,EXTERIOR MASONRY,1855000,CIP,Q721,41-15 104 STREET,Queens,11368,QUEENS   ,40.748987,-73.86123,4,21,403,4048820,4019850001,North Corona                                                               ,"(40.748987, -73.86123)"
P.S. 333 - MANHATTAN,M,3,EXTERIOR MASONRY/ROOFS/PARAPETS,11148891,CIP,M118,154 WEST 93 STREET,Manhattan,10025,MANHATTAN,40.791728,-73.970845,7,6,177,1032522,1012230005,Upper West Side                                                            ,"(40.791728, -73.970845)"
P.S. 158 - BROOKLYN,K,19,ENY PLAYGROUND UPGRADE,289000,CIP,K158,400 ASHFORD STREET,Brooklyn,11207,BROOKLYN ,40.672579,-73.884803,5,37,1150,3089176,3040150001,East New York                                                              ,"(40.672579, -73.884803)"
P.S. 144 - QUEENS,Q,28,Addition,52373773,CAP,Q144,93-02 69 AVENUE,Queens,11375,QUEENS   ,40.714978,-73.853372,6,29,729,4076870,4032120001,Forest Hills                                                               ,"(40.714978, -73.853372)"
P.S. 127 - BROOKLYN,K,20,Addition,0,CAP,K127,7805 7 AVENUE,Brooklyn,11228,BROOKLYN,40.624132,-74.018826,10,10,206,3150481,3059730001,Dyker Heights,"(40.624132, -74.018826)"
J.H.S. 190 - QUEENS,Q,28,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,189217,CIP,Q190,68-17 AUSTIN STREET,Queens,11375,QUEENS,40.722707,-73.851699,6,6,71305,4075214,4031720002,Forest Hills,"(40.722707, -73.851699)"
HEADQTRS 65 CNTRL ADMIN. - K,K,15,FACADE/WINDOWS,11737000,CIP,K801,65 COURT STREET,Brooklyn,11201,BROOKLYN,40.692012,-73.991227,2,2,9,3002557,3002660020,Brooklyn Heights-Cobble Hill,"(40.692012, -73.991227)"
I.S. 265 - BROOKLYN,K,13,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,5359400,CIP,K265,101 PARK AVENUE,Brooklyn,11205,BROOKLYN,40.696324,-73.97578,2,2,211,3057942,3020280001,Fort Greene,"(40.696324, -73.97578)"
I.S. 459 - BRONX,X,10,REPAIR STEPS & VPS/ROOFS/PARTIAL ACCESSIBILITY,1775000,CIP,X115,120 EAST 184 STREET,Bronx,10468,BRONX,40.859752,-73.900161,5,5,23703,2013899,2031720046,Fordham South,"(40.859752, -73.900161)"
PORT RICHMOND HS - R,R,31,TCU REMOVAL/MASONRY/ROOFS/PARAPETS/FLOOD ELIM,21499000,CIP,R445,85 ST JOSEPHS AVENUE,Staten Island,10302,STATEN IS,40.634573,-74.141818,1,1,213,5026076,5011210001,Port Richmond,"(40.634573, -74.141818)"
P.S. 274 - BROOKLYN,K,32,FY18 RESO A ELECTRICAL SYSTEM,107372,CIP,K274,800 BUSHWICK AVENUE,Brooklyn,11221,BROOKLYN,40.694921,-73.927931,4,4,393,3073752,3032410037,Bushwick South,"(40.694921, -73.927931)"
BROOKLYN HS OF THE ARTS - BROO,K,15,PLANYC BOILER CONVERSION/PLANYC CLIMATE CTRL,6277000,CIP,K656,500 PACIFIC STREET,Brooklyn,11217,BROOKLYN,40.684504,-73.980678,2,2,39,3001189,3001920001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,"(40.684504, -73.980678)"
P.S. @ 4302 4TH AVENUE - BROOKLYN,K,15,Demo,0,CAP,K557,4302 4TH AVENUE,Brooklyn,11232,BROOKLYN,40.650305,-74.008602,7,7,82,3337162,3007280036,Sunset Park West,"(40.650305, -74.008602)"
P.S. 75 - MANHATTAN,M,3,TEMPORARY BOILER,250000,CIP,M075,735 WEST END AVENUE,Manhattan,10025,MANHATTAN,40.795157,-73.973292,7,7,183,1034190,1012530065,Upper West Side,"(40.795157, -73.973292)"
P.S. 129 - QUEENS,Q,25,Demo,0,CAP,Q129,128-02 7TH AVENUE,Queens,11356,QUEENS,40.790638,-73.839771,7,7,945,4096774,4039760001,Whitestone,"(40.790638, -73.839771)"
P.S. 198 - MANHATTAN,M,2,WINDOWS/ROOFS/PARAPETS,7852000,CIP,M198,1700 3RD AVENUE,Manhattan,10128,MANHATTAN,40.784826,-73.949611,8,8,15801,1048492,1015240023,Upper East Side-Carnegie Hill,"(40.784826, -73.949611)"
P.S. 68 - BRONX,X,11,WATER INFILTRATION/EXT MASONRY/PAVED AREA-BLACKTOP,2227000,CIP,X068,4011 MONTICELLO AVENUE,Bronx,10466,BRONX,40.891732,-73.838471,12,12,426,2067852,2049860081,Woodlawn-Wakefield,"(40.891732, -73.838471)"
P.S. 161 - BROOKLYN,K,17,FLOOD ELIMINATION,2198000,CIP,K161,330 CROWN STREET,Brooklyn,11225,BROOKLYN,40.666181,-73.949013,9,9,319,3034181,3012970026,Crown Heights South,"(40.666181, -73.949013)"
NEW UTRECHT HS - BROOKLYN,K,20,WATER PENETRATION INTO BASEMENT/NATATORIUM RECONST,8803000,CIP,K445,1601 80 STREET,Brooklyn,11214,BROOKLYN,40.613262,-74.003404,11,11,182,3162711,3062710001,Bensonhurst West,"(40.613262, -74.003404)"
H.S. 745 - BROOKLYN,K,17,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,875000,CIP,K470,600 KINGSTON AVENUE,Brooklyn,11203,BROOKLYN,40.658893,-73.942458,9,9,810,3107227,3048110001,Prospect Lefferts Gardens-Wingate,"(40.658893, -73.942458)"
P.S. 212 - BROOKLYN,K,21,EXT MASONRY - WATER PENETRATION/PARAPETS/ROOFS/WIN,12527000,CIP,K212,87 BAY 49 STREET,Brooklyn,11214,BROOKLYN,40.587616,-73.985948,13,13,314,3187407,3069170001,Gravesend,"(40.587616, -73.985948)"
P.S. 170 - BROOKLYN,K,20,CRACKED EXTERIOR MASONRY,2449037,CIP,K170,619 72ND STREET,Brooklyn,11209,BROOKLYN,40.630031,-74.018878,10,10,134,3146921,3058990001,Bay Ridge,"(40.630031, -74.018878)"
P.S. 115 - QUEENS,Q,26,PARAPETS/EXT MASONRY,4950000,CIP,Q115,80-51 261 STREET,Queens,11004,QUEENS,40.744099,-73.709845,13,13,157902,4178127,4087170001,Glen Oaks-Floral Park-New Hyde Park,"(40.744099, -73.709845)"
P.S. 6 - BRONX,X,12,STANDALONE GYM ANNEX,8250000,CIP,X449,1000 EAST TREMONT AVENUE,Bronx,,BRONX,40.840755,-73.881707,6,6,359,2010892,2030050010,East Tremont,"(40.840755, -73.881707)"
MIDWOOD HS - BROOKLYN,K,21,CRACKED CONCRETE STRUCTURE/FIELD HOUSE,18211000,CIP,K406,1124 EAST 17 STREET,Brooklyn,11210,BROOKLYN,40.622641,-73.958988,14,14,768,3000000,3067260087,Midwood,"(40.622641, -73.958988)"
P.S. 132 - MANHATTAN,M,6,IRON FENCE & HANDRAILS/WATER INFILTRATION/BOILER,8888000,CIP,M132,185 WADSWORTH AVENUE,Manhattan,10033,MANHATTAN,40.850626,-73.934377,12,12,271,1063947,1021650026,Washington Heights North,"(40.850626, -73.934377)"
FRANCIS LEWIS HS ANNEX - QUEENS,Q,78,New,0,CAP,Q434,58-20 UTOPIA PARKWAY,Queens,11365,QUEENS,40.740724,-73.79283,11,11,1417,4148763,4068820001,Auburndale,"(40.740724, -73.79283)"
P.S. 254 - QUEENS,Q,27,ROOF/PARAPETS/EXT MASONRY/PAVED AREA CONCRETE,7286400,CIP,Q254,84-40 101ST STREET,Queens,11418,QUEENS,40.697961,-73.84796,9,9,24,4191296,4091770023,Richmond Hill,"(40.697961, -73.84796)"
THE BROOKLYN SCHOOL FOR SOCIAL,K,32,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,365000,CIP,K480,400 IRVING AVENUE,Brooklyn,11237,BROOKLYN,40.69697,-73.910791,4,4,435,3076908,3033650098,Bushwick North,"(40.69697, -73.910791)"
P.S. 216 - BROOKLYN,K,21,FY15 RESO A SUPPLEMENTAL COOLING,693400,CIP,K216,350 AVENUE X,Brooklyn,11223,BROOKLYN,40.590564,-73.969964,15,15,37401,3195175,3071960001,Gravesend,"(40.590564, -73.969964)"
P.S. 133 - QUEENS,Q,26,FY15 RESO A PLAYGROUND REDEVELOPMENT,2390000,CIP,Q133,248-05 86 AVENUE,Queens,11426,QUEENS,40.731729,-73.717859,13,13,157101,4175739,4086160001,Bellerose,"(40.731729, -73.717859)"
P.S. 83 - MANHATTAN,M,4,FULL PROGRAM ACCESSIBILITY,8585000,CIP,M083,219 EAST 109 STREET,Manhattan,10029,MANHATTAN,40.793194,-73.942548,11,11,180,1052436,1016590012,East Harlem North,"(40.793194, -73.942548)"
P.S. 152 - BRONX,X,8,WINDOWS,3777000,CIP,X152,1007 EVERGREEN AVENUE,Bronx,10472,BRONX,40.824054,-73.880039,9,9,52,2023336,2037110001,Soundview-Bruckner,"(40.824054, -73.880039)"
THE SCIENCE AND MEDICINE MIDDL,K,18,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,175775,CIP,K366,965 EAST 107 STREET,Brooklyn,11236,BROOKLYN,40.647323,-73.892022,18,18,984,3396940,3082150012,Canarsie,"(40.647323, -73.892022)"
Q009 SPED - QUEENS,Q,24,EXT MSNRY/PARAPET/FLOOD/ ACCESSIBILITY/FIRE ALARM,10840000,CIP,Q009,58-74 57 STREET,Queens,11378,QUEENS,40.718935,-73.912208,5,5,535,4059130,4026310106,Maspeth,"(40.718935, -73.912208)"
WASHINGTON IRVING H.S.,M,2,WATER STORAGE TANK,1189512,CIP,M460,40 IRVING PLACE,Manhattan,10003,MANHATTAN,40.735494,-73.987659,6,6,50,1017828,1008720057,Gramercy,"(40.735494, -73.987659)"
D75 REPLACEMENT @ 15 FAIRFIELD STREET - STATEN ISLAND,R,75,New,0,CAP,R089,15 FAIRFIELD STREET,Staten Is,10308,STATEN IS,40.56397,-74.150885,3,3,14605,5061911,5045860001,Great Kills,"(40.56397, -74.150885)"
P.S. 37 - BRONX,X,10,FLOOD ELIMINATION,668000,CIP,X037,360 W 230TH STREET,Bronx,10463,BRONX,40.880263,-73.910466,8,8,29302,2097990,2057160725,Spuyten Duyvil-Kingsbridge,"(40.880263, -73.910466)"
MORRIS COLLAB HS TECH & HUMAN,X,9,FY16 RESO A LIBRARY UPGRADE,855000,CIP,X400,1110 BOSTON RD,Bronx,10456,BRONX,40.827642,-73.904473,3,3,135,2004526,2026340001,Morrisania-Melrose,"(40.827642, -73.904473)"
P.S. 195 - BRONX,X,12,FY17 RESO A AUDITORIUM UPGRADE,744960,CIP,X077,1250 WARD AVENUE,Bronx,10472,BRONX,40.830691,-73.877743,9,9,54,2088553,2037750025,West Farms-Bronx River,"(40.830691, -73.877743)"
SUSAN E. WAGNER HS - STATEN IS,R,31,EXT DOORS/EXT MASONRY/WINDOWS/PARAPETS/ROOFS,28898919,CIP,R460,1200 MANOR ROAD,Staten Island,10314,STATEN IS,40.596803,-74.124227,2,2,181,5146639,5009550100,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,"(40.596803, -74.124227)"
GREGORIO LUPERON PREP. SCHOOL,M,6,EXTERIOR MASONRY/FLASHING,534786,CIP,M876,501 WEST 165 STREET,Manhattan,10032,MANHATTAN,40.838167,-73.938642,12,12,251,1085733,1021230045,Washington Heights South,"(40.838167, -73.938642)"
HS OF BUSINESS - BRONX,X,9,PARAPETS/WINDOWS/EXTERIOR MASONRY/ROOFS,33700000,CIP,X410,240 EAST 172 STREET,Bronx,10457,BRONX,40.840422,-73.91091,4,4,225,2007806,2028170002,East Concourse-Concourse Village,"(40.840422, -73.91091)"
I.S. 382 - BROOKLYN,K,17,STRUCTURAL DEFECTS AND ROOF,5234000,CIP,K465,911 FLATBUSH AVENUE,Brooklyn,11226,BROOKLYN,40.649787,-73.95855,14,14,794,3336215,3051030010,Erasmus,"(40.649787, -73.95855)"
P.S. 312 - BROOKLYN,K,22,WATER PENETRATION,774786,CIP,K312,7103 AVENUE T,Brooklyn,11234,BROOKLYN,40.621413,-73.908987,18,18,69602,3236665,3083930001,Georgetown-Marine Park-Bergen Beach-Mill Basin,"(40.621413, -73.908987)"
P.S. 203 - QUEENS,Q,26,WINDOWS,3880000,CIP,Q203,53-11 SPRINGFIELD BLVD,Queens,11364,QUEENS,40.754201,-73.760636,11,11,138501,4161005,4074820317,Oakland Gardens,"(40.754201, -73.760636)"
P.S. 81 - QUEENS,Q,24,STANDALONE GYM ANNEX,7985000,CIP,Q342,1716 BLEECKER STREET,Queens,11385,QUEENS,40.704168,-73.912235,5,5,545,4082076,4034370001,Ridgewood,"(40.704168, -73.912235)"
P.S. 37 - QUEENS,Q,29,PLANYC BOILER/PLANYC CLIMATE CONTROL,6343000,CIP,Q037,179-37 137 AVENUE,Queens,11434,QUEENS,40.67588,-73.758505,12,12,352,4279864,4129930118,St. Albans,"(40.67588, -73.758505)"
I.S. 227 - BROOKLYN,K,20,WATER PENETRATION/ROOFS/EXT MASONRY/PARAPETS,6477000,CIP,K227,6500 16 AVENUE,Brooklyn,11204,BROOKLYN,40.62191,-73.995022,11,11,250,3133741,3055510018,Bensonhurst West,"(40.62191, -73.995022)"
BROOKLYN SCHOOL FOR MATH AND R,K,32,LOW VOLTAGE ELECTRICAL SYSTEMS,2100000,CIP,K480,400 IRVING AVENUE,Brooklyn,11237,BROOKLYN,40.69697,-73.910791,4,4,435,3076908,3033650098,Bushwick North,"(40.69697, -73.910791)"
WILLIAM E. GRADY VOC HS - K,K,21,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,504950,CIP,K620,25 BRIGHTON 4TH ROAD,Brooklyn,11235,BROOKLYN,40.582585,-73.963477,13,13,366,3196378,3072610201,Brighton Beach,"(40.582585, -73.963477)"
P.S. 15 - MANHATTAN,M,1,FY17 RESO A IPDVS CAMERA INSTALLATION,173650,CIP,M015,333 EAST 4 STREET,Manhattan,10009,MANHATTAN,40.721807,-73.979022,3,3,2601,1004415,1003740020,Lower East Side,"(40.721807, -73.979022)"
PARK WEST H. S. (ECF),M,2,C OF O/C OF O VENT/WATER PLANT/BOILER/ENERGY MGMT,23313000,CIP,M535,525 WEST 50 STREET,Manhattan,10019,MANHATTAN,40.765184,-73.992953,4,4,135,1083802,1010790029,Clinton,"(40.765184, -73.992953)"
I.S. 447 - BRONX,X,10,FY16 RESO A IP SURVEILLANCE CAMERA INSTALLATION,334999,CIP,X115,120 EAST 184 STREET,Bronx,10468,BRONX,40.859752,-73.900161,5,5,23703,2013899,2031720046,Fordham South,"(40.859752, -73.900161)"
P.S. 24 - BRONX,X,10,C OF O/FIRE ALARM/PLANYC BOILER/PLANYC CLIMATE CTR,6670000,CIP,X024,660 WEST 236 STREET,Bronx,10463,BRONX,40.887111,-73.913697,8,8,309,2085869,2059170140,North Riverdale-Fieldston-Riverdale,"(40.887111, -73.913697)"
HERBERT H. LEHMAN HS - X,X,8,STRUCTURAL DEFECTS,890000,CIP,X405,3000 EAST TREMONT AVENUE,Bronx,10461,BRONX,40.840702,-73.838545,10,10,194,2074045,2053680001,Schuylerville-Throgs Neck-Edgewater Park,"(40.840702, -73.838545)"
P.S. 375 - BROOKLYN,K,17,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,6238000,CIP,K320,46 MCKEEVER PLACE,Brooklyn,11225,BROOKLYN,40.665035,-73.959031,9,9,325,3034356,3013010001,Crown Heights South,"(40.665035, -73.959031)"
M811 SPED - MANHATTAN,M,3,EXT MASONRY/FLOOD ELIMINATION,6262893,CIP,M841,466 WEST END AVENUE,Manhattan,10024,MANHATTAN,40.786616,-73.979507,7,7,171,1032754,1012300001,Upper West Side,"(40.786616, -73.979507)"
PATHWAYS TO GRADUATION - CITYW,Q,28,EXTERIOR MASONRY,295000,CIP,Q595,162-02 HILLSIDE AVENUE,Queens,11432,QUEENS,40.70848,-73.800065,12,12,44602,4209031,4097680022,Jamaica,"(40.70848, -73.800065)"
P.S. 354 - QUEENS,Q,28,WATER INFILTRATION,1968000,CIP,Q030,126-10 BEDELL STREET,Queens,11434,QUEENS,40.68031,-73.774432,12,12,33402,4270045,4124950065,Springfield Gardens North,"(40.68031, -73.774432)"
P.S. 165 - MANHATTAN,M,3,EXT MASONRY/ROOFS,6233477,CIP,M165,234 WEST 109 STREET,Manhattan,10025,MANHATTAN,40.802917,-73.965613,7,7,195,1056676,1018800013,Morningside Heights,"(40.802917, -73.965613)"
P.S. 184 - MANHATTAN,M,1,PLAYGROUNDS,1353309.93,CIP,M137,327 CHERRY STREET,Manhattan,10002,MANHATTAN,40.711549,-73.986542,3,3,201,1003143,1002450007,Lower East Side,"(40.711549, -73.986542)"
P.S. 47 - BRONX,X,12,FY17 RESO A AUDITORIUM UPGRADE,433000,CIP,X047,1794 EAST 172 STREET,Bronx,10472,BRONX,40.832902,-73.866848,9,9,76,2025622,2037860016,West Farms-Bronx River,"(40.832902, -73.866848)"
P.S. 239 - QUEENS,Q,24,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,132000,CIP,Q239,17-15 WEIRFIELD STREET,Queens,11385,QUEENS,40.699149,-73.903799,5,5,553,4435561,4035610001,Ridgewood,"(40.699149, -73.903799)"
HERBERT H. LEHMAN HS - X,X,8,FY17 RESO A LIBRARY UPGRADES,633000,CIP,X405,3000 EAST TREMONT AVENUE,Bronx,10461,BRONX,40.840702,-73.838545,10,10,194,2074045,2053680001,Schuylerville-Throgs Neck-Edgewater Park,"(40.840702, -73.838545)"
P.S. 108 - MANHATTAN,M,4,AC INITIATIVE,700000,CIP,M108,1615 MADISON AVENUE,Manhattan,10029,MANHATTAN,40.795146,-73.948368,11,11,17401,1051584,1016140021,East Harlem South,"(40.795146, -73.948368)"
Q075 SPED - QUEENS,Q,28,EXTERIOR MASONRY/ROOFS,4810000,CIP,Q048,155-02 108 AVENUE,Queens,11433,QUEENS,40.694119,-73.797003,12,12,254,4216099,4101440042,South Jamaica,"(40.694119, -73.797003)"
P.S. 89 - BRONX,X,11,FLOOD ELIMINATION,819500,CIP,X089,980 MACE AVENUE,Bronx,10469,BRONX,40.863055,-73.859387,11,11,324,2051571,2044440016,Bronxdale,"(40.863055, -73.859387)"
WEST END SECONDARY SCHOOL - MANHATTAN,M,78,Lease,0,CAP,M837,227-243 WEST 61 STREET,Manhattan,10023,MANHATTAN,40.772007,-73.987479,7,7,151,1030328,1011540108,Lincoln Square,"(40.772007, -73.987479)"
J.H.S. 52 - MANHATTAN,M,6,FLOOD ELIMINATION/EXTERIOR MASONRY,2559000,CIP,M052,650 ACADEMY STREET,Manhattan,10034,MANHATTAN,40.866053,-73.924835,12,12,291,1076776,1022330020,Marble Hill-Inwood,"(40.866053, -73.924835)"
Q811 SPED - QUEENS,Q,26,LL 41/16 COMPLIANCE,747000,CIP,Q811,61-25 MARATHON PKWY,Queens,11362,QUEENS,40.756778,-73.729487,11,11,152902,4173060,4083610001,Douglas Manor-Douglaston-Little Neck,"(40.756778, -73.729487)"
M000 - MANHATTAN,M,2,TEMP CHILLER 2018,975005.36,CIP,MJJC,445 W 59 STREET,Manhattan,10019,MANHATTAN,40.769787,-73.986083,7,7,145,1028826,1011310001,Lincoln Square,"(40.769787, -73.986083)"
P.S. 2 - QUEENS,Q,30,FY15 RESO A ACCESSIBILITY,598025,CIP,Q002,75-10 21 AVENUE,Queens,11370,QUEENS,40.770335,-73.894476,1,1,317,4021375,4009710001,Steinway,"(40.770335, -73.894476)"
P.S. 153 - QUEENS,Q,24,CRACKED LOOSE WINDOW SILLS/ROOFS/PARAPETS/MASONRY,3598000,CIP,Q153,60-02 60 LANE,Queens,11378,QUEENS,40.716609,-73.903669,5,5,599,4060987,4027320018,Maspeth,"(40.716609, -73.903669)"
COY L. COX SCHOOL,K,15,DEFECTIVE EXT WALL/FLOOD ELIMINATION/PARAPETS/ROOF,4525000,CIP,K369,383 STATE STREET,Brooklyn,11217,BROOKLYN,40.687257,-73.983579,2,2,41,3000567,3001720055,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,"(40.687257, -73.983579)"
P.S. 132 - QUEENS,Q,29,EXT MASONRY/ROOFS/PARAPETS/FLOOD ELIMINATION,4714000,CIP,Q132,132-15 218 STREET,Queens,11413,QUEENS,40.682114,-73.74992,13,13,626,4278380,4129270028,Laurelton,"(40.682114, -73.74992)"
P.S. 29 - STATEN ISLAND,R,31,FY16 RESO A AIR CONDITIONING,465000,CIP,R029,1581 VICTORY BLVD,Staten Island,10314,STATEN IS,40.613604,-74.115988,1,1,147,5009028,5003310001,Westerleigh,"(40.613604, -74.115988)"
HS FOR MEDICAL PROFESSIONS - K,K,18,PLANYC BOILER CONVERSION/PLANYC CLIMATE CTRL/FLOOD,8222000,CIP,K500,1600 ROCKAWAY PKWY,Brooklyn,11236,BROOKLYN,40.641474,-73.898254,18,18,990,3230949,3082220001,Canarsie,"(40.641474, -73.898254)"
P.S. 94 - BROOKLYN,K,15,EXT MASONRY/WINDOWS/FLOOD ELIMINATION,8948571,CIP,K094,5010 6TH AVENUE,Brooklyn,11220,BROOKLYN,40.64366,-74.008252,7,7,98,3332126,3007920026,Sunset Park East,"(40.64366, -74.008252)"
P.S. 197 - QUEENS,Q,27,EXTERIOR MASONRY/ROOFS,5259000,CIP,Q197,825 HICKSVILLE ROAD,Queens,11691,QUEENS,40.600199,-73.743968,14,14,101002,4298856,4155970001,Far Rockaway-Bayswater,"(40.600199, -73.743968)"
P.S. 333 - MANHATTAN,M,3,FY18 RESO A AUDITORIUM UPGRADE,480000,CIP,M118,154 WEST 93 STREET,Manhattan,10025,MANHATTAN,40.791728,-73.970845,7,7,177,1032522,1012230005,Upper West Side,"(40.791728, -73.970845)"
P.S. 40 - QUEENS,Q,28,EXTERIOR MASONRY/TCU REMOVAL & PLAYGROUND/FLOOD,9947450,CIP,Q040,109-20 UNION HALL STREET,Queens,11433,QUEENS,40.694125,-73.790675,12,12,260,4263341,4121510001,South Jamaica,"(40.694125, -73.790675)"
"QNS HS OF TEACH., LIB. ARTS&SC",Q,26,FY18 RESO A SECURITY CAMERAS,385000,CIP,Q566,74-20 COMMONWEALTH BLVD,Queens,11426,QUEENS,40.746088,-73.727535,13,13,1567,4529899,4078700072,Bellerose,"(40.746088, -73.727535)"
P.S. 234 - QUEENS,Q,30,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,409000,CIP,Q234,30-15 29TH STREET,Queens,11102,QUEENS,40.767305,-73.923246,1,1,73,4007619,4005920015,Old Astoria,"(40.767305, -73.923246)"
P.S. 241 - MANHATTAN,M,3,FLOOD ELIMINATION,1337000,CIP,M113,240 WEST 113 STREET,Manhattan,10026,MANHATTAN,40.801689,-73.954908,10,10,216,1055111,1018280015,Central Harlem South,"(40.801689, -73.954908)"
GROVER CLEVELAND HS - QUEENS,Q,24,FY18 RESO A ELECTRICAL SYSTEM,415000,CIP,Q485,21-27 HIMROD STREET,Queens,11385,QUEENS,40.711033,-73.908814,5,5,595,4080227,4033630001,Ridgewood,"(40.711033, -73.908814)"
P.S. 173 - MANHATTAN,M,6,FLOOD/PARAPETS/MASONRY/PAVED AREAS-CONCRETE/ROOFS,9926550,CIP,M173,306 FORT WASHINGTON AVE,Manhattan,10033,MANHATTAN,40.845469,-73.940468,12,12,263,1063503,1021420154,Washington Heights South,"(40.845469, -73.940468)"
EAST FLATBUSH COMMUNITY RESCH,K,18,PARAPETS/EXTERIOR MASONRY/ROOFS,6600000,CIP,K232,905 WINTHROP STREET,Brooklyn,11203,BROOKLYN,40.65843,-73.929076,17,17,880,3099733,3046060025,Prospect Lefferts Gardens-Wingate,"(40.65843, -73.929076)"
P.S. 32 - BROOKLYN,K,15,Addition,0,CAP,K032,317 HOYT STREET,Brooklyn,11231,BROOKLYN,40.680445,-73.991949,6,6,75,3395587,3004370001,Carroll Gardens-Columbia Street-Red Hook,"(40.680445, -73.991949)"
P.S. 503 - BROOKLYN,K,20,EXTERIOR MASONRY/PARAPETS/ROOFS,4970000,CIP,K314,330 59 STREET,Brooklyn,11220,BROOKLYN,40.642121,-74.018997,7,7,74,3016258,3008620012,Sunset Park West,"(40.642121, -74.018997)"
P.S. 3 - BRONX,X,10,DTERIORATED COPING STONES/PAVED AREA CONCRETE/ROOF,3292540,CIP,X003,2100 LAFONTAINE AVE,Bronx,10457,BRONX,40.849897,-73.892289,6,6,37504,2099356,2030620043,East Tremont,"(40.849897, -73.892289)"
P.S. 92 - QUEENS,Q,30,Addition,0,CAP,Q292,99-01 34TH AVENUE,Queens,11368,QUEENS,40.755418,-73.869017,3,3,377,4042496,4017140018,North Corona,"(40.755418, -73.869017)"
I.S. 53 - QUEENS,Q,27,ELECTRICAL UPGRADE,727000,CIP,Q053,10-45 NAMEOKE STREET,Queens,11691,QUEENS,40.603622,-73.749097,14,14,103202,4298234,4155570025,Far Rockaway-Bayswater,"(40.603622, -73.749097)"
GRAMERCY ARTS HS - MANHATTAN,M,2,ELECTRICAL SYSTEMS/PA SYSTEM,6221000,CIP,M460,40 IRVING PLACE,Manhattan,10003,MANHATTAN,40.735494,-73.987659,6,6,50,1017828,1008720057,Gramercy,"(40.735494, -73.987659)"
P.S. 236 - BROOKLYN,K,22,EXT MASONRY/ROOFS/PARAPETS/FLOOD/TCU/IRON FENCE,16321000,CIP,K236,6302 AVENUE U,Brooklyn,11234,BROOKLYN,40.615998,-73.912989,18,18,698,3326821,3084640001,Georgetown-Marine Park-Bergen Beach-Mill Basin,"(40.615998, -73.912989)"
P.S. 44 - BRONX,X,12,EXTERIOR MASONRY/PARAPETS/ROOFS,9115000,CIP,X044,1825 PROSPECT AVENUE,Bronx,10457,BRONX,40.842084,-73.891116,6,6,36902,2009957,2029490064,East Tremont,"(40.842084, -73.891116)"
JOHN BOWNE HS - QUEENS,Q,25,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,481000,CIP,Q425,63-25 MAIN STREET,Queens,11367,QUEENS,40.738139,-73.824944,8,8,809,4439900,4065070001,Kew Gardens Hills,"(40.738139, -73.824944)"
P.S. 157- BRONX,X,7,ROOFS/WINDOWS,4700000,CIP,X157,757 CAULDWELL AVENUE,Bronx,10456,BRONX,40.819258,-73.908553,1,1,75,2004464,2026250001,Melrose South-Mott Haven North,"(40.819258, -73.908553)"
P.S. 7 - BRONX,X,10,FY16 RESO A AIR CONDITIONING SPLIT SYSTEM,386786,CIP,X007,3201 KINGSBRIDGE AVENUE,Bronx,10463,BRONX,40.881066,-73.905366,8,8,287,2083564,2057560195,Spuyten Duyvil-Kingsbridge,"(40.881066, -73.905366)"
P.S. 6 - STATEN ISLAND,R,31,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,327400,CIP,R006,555 PAGE AVENUE,Staten Island,10307,STATEN IS,40.510735,-74.231109,3,3,24401,5131697,5077600001,Charleston-Richmond Valley-Tottenville,"(40.510735, -74.231109)"
G. WASHINGTON CARVER HS FOR SC,Q,29,FY17 RESO A PLAYGROUND REDEVELOPMENT,263000,CIP,Q420,143-10 SPRINGFIELD BLVD,Queens,11413,QUEENS,40.668235,-73.756839,12,12,330,4280845,4130570056,Springfield Gardens North,"(40.668235, -73.756839)"
